17/01/2024 18:20:00|4391,4|4391,4|4388,4|4389,3|0|27
17/01/2024 18:25:00|4388,3|4390,2|4388,2|4389,3|0|84
17/01/2024 18:30:00|4389,3|4390,3|4387,4|4388,3|0|51
17/01/2024 18:35:00|4389,3|4389,3|4387,3|4388,3|0|40
17/01/2024 18:40:00|4387,8|4388,3|4387,2|4388,2|0|142
17/01/2024 18:45:00|4389,2|4389,2|4385,3|4386,3|0|65
17/01/2024 18:50:00|4387,3|4391,3|4386,3|4390,3|0|46
17/01/2024 18:55:00|4391,3|4391,3|4389,3|4390,4|0|25
17/01/2024 19:00:00|4389,4|4392,4|4389,4|4391,4|0|24
17/01/2024 19:05:00|4390,4|4391,4|4390,3|4390,4|0|16
17/01/2024 19:10:00|4391,4|4391,4|4390,3|4390,3|0|56
17/01/2024 19:15:00|4391,3|4392,3|4390,3|4392,3|0|23
17/01/2024 19:20:00|4392,4|4396,3|4392,4|4395,3|0|32
17/01/2024 19:25:00|4396,3|4396,3|4394,3|4395,3|0|47
17/01/2024 19:30:00|4396,3|4397,3|4396,3|4396,3|0|33
17/01/2024 19:35:00|4397,3|4397,4|4396,4|4397,4|0|7
17/01/2024 19:40:00|4398,4|4399,3|4397,4|4399,3|0|17
17/01/2024 19:45:00|4398,3|4399,3|4397,3|4398,3|0|74
17/01/2024 19:50:00|4399,3|4399,4|4397,9|4398,4|0|15
17/01/2024 19:55:00|4399,4|4399,4|4398,3|4398,3|0|37
17/01/2024 20:00:00|4399,3|4399,3|4396,2|4396,3|0|54
17/01/2024 20:05:00|4395,3|4396,4|4395,3|4395,3|0|59
17/01/2024 20:10:00|4396,3|4396,3|4393,4|4393,4|0|15
17/01/2024 20:15:00|4394,4|4394,4|4393,3|4394,3|0|29
17/01/2024 20:20:00|4394,4|4394,4|4393,3|4393,3|0|60
17/01/2024 20:25:00|4394,3|4395,3|4393,2|4394,3|0|44
17/01/2024 20:30:00|4394,3|4397,4|4394,3|4397,4|0|14
17/01/2024 20:35:00|4398,4|4399,4|4397,4|4399,3|0|35
17/01/2024 20:40:00|4400,3|4401,4|4399,3|4399,3|0|48
17/01/2024 20:45:00|4400,3|4401,4|4400,3|4400,4|0|7
17/01/2024 20:50:00|4401,4|4404,3|4400,4|4403,3|0|54
17/01/2024 20:55:00|4403,3|4404,4|4403,3|4404,4|0|28
18/01/2024 07:00:00|4409,7|4416,8|4409,7|4416,8|0|34
18/01/2024 07:05:00|4415,8|4416,8|4413,8|4416,8|0|48
18/01/2024 07:10:00|4416,3|4416,8|4410,9|4410,9|0|55
18/01/2024 07:15:00|4411,4|4413,4|4410,9|4412,9|0|36
18/01/2024 07:20:00|4411,9|4414,9|4411,9|4414,9|0|29
18/01/2024 07:25:00|4414,4|4414,4|4410,9|4411,9|0|53
18/01/2024 07:30:00|4411,4|4411,9|4408,9|4408,9|0|30
18/01/2024 07:35:00|4407,9|4408,9|4406,9|4406,9|0|17
18/01/2024 07:40:00|4405,9|4407,9|4405,8|4405,8|0|52
18/01/2024 07:45:00|4406,8|4411,8|4405,8|4411,8|0|40
18/01/2024 07:50:00|4412,8|4413,8|4411,8|4411,8|0|42
18/01/2024 07:55:00|4411,9|4416,9|4411,9|4415,9|0|41
18/01/2024 08:00:00|4416,9|4418,8|4415,7|4417,7|0|215
18/01/2024 08:05:00|4416,7|4417,7|4412,7|4412,7|0|188
18/01/2024 08:10:00|4413,7|4416,7|4412,7|4415,7|0|118
18/01/2024 08:15:00|4414,7|4416,7|4412,7|4414,7|0|121
18/01/2024 08:20:00|4413,7|4414,7|4409,7|4411,7|0|118
18/01/2024 08:25:00|4412,2|4416,8|4411,7|4416,8|0|103
18/01/2024 08:30:00|4417,8|4417,8|4408,8|4410,8|0|61
18/01/2024 08:35:00|4411,8|4413,8|4407,7|4407,8|0|73
18/01/2024 08:40:00|4408,8|4412,8|4406,8|4411,8|0|76
18/01/2024 08:45:00|4412,8|4415,8|4411,8|4412,8|0|43
18/01/2024 08:50:00|4411,8|4414,8|4409,8|4409,8|0|56
18/01/2024 08:55:00|4410,8|4412,8|4408,8|4411,8|0|60
18/01/2024 09:00:00|4412,8|4416,8|4411,8|4416,8|0|80
18/01/2024 09:05:00|4415,8|4417,8|4412,8|4417,8|0|72
18/01/2024 09:10:00|4417,3|4419,8|4414,8|4418,8|0|79
18/01/2024 09:15:00|4419,8|4419,8|4414,8|4415,8|0|43
18/01/2024 09:20:00|4416,8|4418,8|4414,9|4418,8|0|67
18/01/2024 09:25:00|4419,8|4422,9|4418,8|4420,8|0|59
18/01/2024 09:30:00|4421,7|4422,8|4417,7|4418,7|0|46
18/01/2024 09:35:00|4417,7|4422,7|4416,7|4422,7|0|46
18/01/2024 09:40:00|4423,7|4425,7|4420,7|4420,7|0|44
18/01/2024 09:45:00|4419,7|4420,7|4418,7|4420,7|0|76
18/01/2024 09:50:00|4420,7|4422,8|4419,7|4421,7|0|41
18/01/2024 09:55:00|4420,7|4421,7|4419,7|4420,7|0|60
18/01/2024 10:00:00|4421,7|4421,7|4418,7|4418,7|0|61
18/01/2024 10:05:00|4418,7|4420,7|4417,8|4418,7|0|51
18/01/2024 10:10:00|4417,7|4418,7|4415,7|4415,7|0|42
18/01/2024 10:15:00|4415,8|4418,8|4414,8|4418,8|0|22
18/01/2024 10:20:00|4419,8|4420,8|4416,8|4418,8|0|26
18/01/2024 10:25:00|4417,8|4420,8|4417,8|4420,8|0|26
18/01/2024 10:30:00|4421,8|4422,8|4420,7|4420,7|0|57
18/01/2024 10:35:00|4419,7|4422,7|4419,7|4420,7|0|36
18/01/2024 10:40:00|4421,7|4422,8|4420,7|4422,8|0|29
18/01/2024 10:45:00|4423,8|4425,8|4423,8|4425,8|0|22
18/01/2024 10:50:00|4425,8|4427,8|4424,8|4427,7|0|59
18/01/2024 10:55:00|4426,7|4429,8|4426,7|4429,8|0|29
18/01/2024 11:00:00|4430,8|4433,8|4429,8|4433,7|0|31
18/01/2024 11:05:00|4432,7|4433,7|4430,7|4431,7|0|51
18/01/2024 11:10:00|4431,7|4434,7|4431,7|4433,7|0|43
18/01/2024 11:15:00|4433,8|4433,8|4431,8|4432,8|0|24
18/01/2024 11:20:00|4431,8|4433,8|4431,7|4433,8|0|22
18/01/2024 11:25:00|4434,8|4435,8|4432,7|4435,7|0|43
18/01/2024 11:30:00|4435,8|4436,8|4434,7|4435,8|0|57
18/01/2024 11:35:00|4436,8|4437,3|4434,7|4434,8|0|38
18/01/2024 11:40:00|4435,8|4436,8|4434,7|4435,7|0|43
18/01/2024 11:45:00|4436,7|4437,7|4434,8|4435,8|0|18
18/01/2024 11:50:00|4436,8|4436,8|4435,8|4436,8|0|25
18/01/2024 11:55:00|4436,8|4437,8|4436,8|4436,8|0|9
18/01/2024 12:00:00|4437,8|4438,8|4436,8|4437,8|0|19
18/01/2024 12:05:00|4438,8|4441,7|4437,7|4441,7|0|36
18/01/2024 12:10:00|4440,7|4443,8|4440,7|4441,7|0|40
18/01/2024 12:15:00|4442,7|4442,8|4439,8|4442,8|0|23
18/01/2024 12:20:00|4443,8|4445,8|4442,8|4445,8|0|27
18/01/2024 12:25:00|4446,8|4447,8|4444,7|4445,7|0|45
